site,timestamp_day,sensor1_pm1_ugm3_avg,sensor2_pm1_ugm3_avg,sensor1_pm2.5_ugm3_avg,sensor2_pm2.5_ugm3_avg,sensor1_pm10_ugm3_avg,sensor2_pm10_ugm3_avg,pm1_ugm3_avg,pm2.5_ugm3_avg,pm10_ugm3_avg,bme_temp_c_avg,bme_humidity_percent_avg,ozone_ppb_avg,ozone_ppm_avg,k30_co2_ppm_avg,site_name,longitude,latitude,social_vuln_score,social_vuln_category,housing_grade,fav_infl,det_infl,inhab_jobs,inhab_blackpop,inhab_income,sales_demands,rental_demand,within_district,district_distance,poll_sour_percentile,poll_sour_rank,poll_sour_type,polltype_rank,npl_sites_percentile,npl_sites_rank,land_use_type,area_sqkm,area_sqmi,population_count,population_density,ozone_ppm_corrected,pm1_corrected_avg,pm25_corrected_avg,pm10_corrected_avg,correction_method,aqi_pm25_original,aqi_pm25_corrected,aqi_pm10_original,aqi_pm10_corrected,aqi_ozone_original,aqi_ozone_corrected
ALotMatter,2025-02-26T05:00:00Z,12.6190998902305,12.6184210526315,15.9743871203806,17.2160087719298,16.7559458470545,18.4506578947369,12.618760285244,16.5955384896691,17.6037666849515,12.3446695874407,52.1139612997444,20.0226359985396,0.0200226359985396,575.71486090776,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,3.55525993246339e-05,4.41479565783492,5.58057961496895,11.8684378741591,general_calibration,64.2500731742758,31.0032200831608,16.2997839675477,10.9892943279251,18.5394777764256,0.0329190734487351
ALotMatter,2025-02-27T05:00:00Z,16.2018847408481,16.1984760522495,22.2935846321132,24.5780116110303,24.6408118883656,27.6473149492019,16.2001813236627,23.4351767905711,26.1432456935629,11.8500942028986,60.7759166666667,20.0155797101449,0.0200155797101449,593.047636363636,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,2.61409321831412e-05,4.01580289012672,4.02460345885074,16.567259458416,general_calibration,77.2531878147739,22.3589081047263,24.2067089755212,15.3400550540889,18.5329441760601,0.0242045668362418
ALotMatter,2025-02-28T05:00:00Z,3.93981145757798,3.94412191582001,4.79441624365486,4.68613933236578,5.08738216098625,5.1582002902758,3.94196590496918,4.74029742473703,5.12277838229956,10.1970797101449,42.6800471014493,20,0.02,545.375909752547,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,4.00112101477792e-05,2.25616755422417,3.78696541836189,11.9072481222128,general_calibration,26.3349856929835,21.0386967686772,4.74331331694404,11.0252297427896,18.5185185185185,0.0370474168034992
ALotMatter,2025-03-01T05:00:00Z,3.09100797679485,3.09539354370695,3.77628716461211,3.57272397533559,4.18672951414066,4.17083786724691,3.09320036264737,3.67452402538532,4.17878513145969,8.93238405797101,39.6777608695652,20,0.02,545.396658191064,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,3.99048789100319e-05,0.922594816698053,1.71855513182674,8.38034266382336,general_calibration,20.4140223632518,9.54752851014856,3.86924549209231,7.75957654057718,18.5185185185185,0.0369489619537333
ALotMatter,2025-03-02T05:00:00Z,2.37536231884055,2.37586081913733,3.16014492753619,2.43494019572316,3.75217391304353,3.25697716563964,2.37561152382675,2.79760826236639,3.50462040224674,-0.050735507246381,33.3943405797102,20,0.02,547.302545454545,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,2.46071102519982e-05,0.869169033898305,2.77942235445359,11.017209493084,general_calibration,15.5422681242577,15.4412353025199,3.2450188909692,10.2011199010037,18.5185185185185,0.0227843613444428
ALotMatter,2025-03-03T05:00:00Z,10.5322931785196,10.53611615245,15.0152394775037,14.3658802177857,16.38969521045,16.5324863883849,10.5342043186354,14.690618762475,16.4610778443115,2.76256521739131,38.997768115942,20,0.02,566.976727272727,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,2.58830790659488e-05,2.07803692843691,3.35700057438795,11.7570396853278,general_calibration,60.6285527803707,18.6500031910442,15.2417387447329,10.886147856785,18.5185185185185,0.0239658139499526
ALotMatter,2025-03-04T05:00:00Z,10.6113330911732,10.6158868335147,14.6952415546677,15.1904243743198,15.739556847076,16.9165759883931,10.613611615245,14.9430127041743,16.3284936479128,9.69578623188406,47.3506920289855,20,0.02,569.984357948345,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,3.43029231048809e-05,2.91079600188324,4.75876856339488,9.41175986245055,general_calibration,61.108389171434,26.4376031299715,15.1189755999192,8.71459246523199,18.5185185185185,0.0317619658378527
ALotMatter,2025-03-05T05:00:00Z,3.16476645825669,3.16445916114792,4.1997057741817,4.72001471670347,5.0665685913939,5.91721854304636,3.16461283796212,4.4598123965422,5.49181533934153,13.3246377344612,79.0328613460831,20,0.02,697.731437015148,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,1.23061479903452e-05,0.584648745585882,0.516204764068613,8.83694052206469,general_calibration,24.7767355363456,2.86780424482563,5.08501420309401,8.18235233524509,18.5185185185185,0.0113945814725418
ALotMatter,2025-03-12T04:00:00Z,4.96726190476199,4.96653030866495,6.17224702380962,6.05057642246198,6.67633928571409,6.74860542952767,4.96689603868317,6.11140040914992,6.71247907755262,13.2086171003718,36.7790706319703,20,0.02,581.777279521675,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,5.28813574825115e-05,2.8082936752995,4.48524310646476,14.5504317680956,general_calibration,33.9522244952773,24.9180172581376,6.21525840514132,13.4726220074959,18.5185185185185,0.0489642198912144
ALotMatter,2025-03-13T04:00:00Z,6.60907441016335,6.61465892597968,9.40943738656989,8.67815674891143,11.2627949183303,11.0518867924528,6.61186717474143,9.04373072037743,11.157321720196,9.42052173913044,68.5258079710145,20,0.02,657.71148255814,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,1.31757715776398e-05,2.27963547648834,2.38061098490375,8.20942857493894,general_calibration,49.8930241832271,13.2256165827986,10.3308534446259,7.60132275457309,18.5185185185185,0.0121997884978146
ALotMatter,2025-03-14T04:00:00Z,16.3526850507982,16.3523222060958,23.7438316400578,25.6353410740203,25.6447750362847,28.4049346879534,16.3525036284472,24.6895863570394,27.024854862119,8.85644927536232,71.8551050724638,20,0.02,679.714909090909,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,8.61494487996609e-06,2.71378885541731,1.95797910980626,6.96032498771721,general_calibration,79.6379968765007,10.8776617211459,25.0230137612213,6.44474535899742,18.5185185185185,0.00797680081478342
ALotMatter,2025-03-15T04:00:00Z,15.0827285921625,15.082395644283,22.9256168359941,25.7705989110707,24.5664005805515,28.2079854809439,15.0825621484304,24.3478497550355,26.3868626383594,10.521518115942,79.1446775362319,20,0.02,758.275636363637,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,5.52886644226096e-06,0.465100228166318,0.675429687903606,13.0484497813464,general_calibration,78.988307519079,3.75238715502003,24.4322802207032,12.0818979456911,18.5185185185185,0.00511932077987126
ALotMatter,2025-03-16T04:00:00Z,6.81007611453426,6.80188679245274,9.87894164552368,12.1150217706824,11.6730699528814,14.4775036284473,6.80598368087023,10.9963735267452,13.0745240253852,16.7207427536232,82.0780833333333,20,0.02,821.01895043732,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,1.74420138028943e-05,1.18355639009392,2.21427939474091,10.844521630884,general_calibration,53.6052728645347,12.301552193005,12.1060407642456,10.0412237323,18.5185185185185,0.0161500127804577
ALotMatter,2025-03-17T04:00:00Z,3.22616890177604,3.2268938021022,4.95396882928584,5.78108010148622,5.4849583182312,6.63066328379835,3.22653135193907,5.36752446538606,6.05781080101489,12.1137971014493,60.8553514492754,20,0.02,719.375136314065,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,2.69994555651571e-05,1.30823758351522,2.23108323885304,9.90074505064122,general_calibration,29.8195803632559,12.3949068825169,5.60908407501379,9.1673565283715,18.5185185185185,0.024999495893664
ALotMatter,2025-03-18T04:00:00Z,2.36123188405802,2.3620877129394,3.12536231884065,3.03189561435312,3.53876811594213,3.62885103298294,2.36165972096398,3.07863743431775,3.58380141329947,11.5573985507246,33.5155869565217,20.0072463768116,0.0200072463768116,612.19585755814,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,5.19647205061176e-05,2.63394953582657,8.93057100030931,19.1904796508833,general_calibration,17.1035413017653,49.6142833350517,3.31833464194395,17.7689626397068,18.5252281266774,0.0481154819501089
ALotMatter,2025-03-19T04:00:00Z,5.12078019504883,5.11744840525328,6.6819204801199,7.10131332082555,7.39009752438098,8.07016885553479,5.11911461264307,6.89157756518471,7.73006940536493,14.7422526236882,41.3376949025487,20,0.02,659.832454819278,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,5.21228719997445e-05,3.23606983567492,4.82006577221335,13.471362659993,general_calibration,38.286542028804,26.778143178963,7.15747167163419,12.4734839444379,18.5185185185185,0.0482619185182819
ALotMatter,2025-03-26T04:00:00Z,2.50620534035352,2.50601051840722,3.0056412185032,2.43463561232156,3.42233922527266,3.0717505634861,2.50610787445968,2.71997744784816,3.24694606277016,9.93415696582801,35.4351708599324,20,0.02,609.307083647325,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,4.63900593301264e-05,2.73765511383856,6.98370801740373,22.3597208969599,general_calibration,15.1109858213787,38.7983778744652,3.006431539602,20.7034452749629,18.5185185185185,0.042953758639006
ALotMatter,2025-03-27T04:00:00Z,3.0955668604651,3.09680928208848,3.91860465116279,3.79260333575056,4.46184593023254,4.5931834662799,3.0961887477314,3.85553539019963,4.52758620689655,8.94881884057971,35.5512173913044,20,0.02,624.179869186047,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,4.39335501623953e-05,1.97886926490898,4.1495981826742,20.5189998957577,general_calibration,21.4196410566646,23.0533232370789,4.19220945083014,18.9990739775534,18.5185185185185,0.040679213113329
ALotMatter,2025-03-28T04:00:00Z,11.1171138506164,11.1066763425253,14.3103698332125,15.2115384615387,15.2679477882525,16.5787373004357,11.1118969894812,14.7607907145448,15.923104824084,13.5705797101449,50.6316594202899,20.0438405797101,0.0200438405797101,679.322181818182,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,3.94832907643723e-05,5.10472997577907,5.82774668171034,16.8415312359567,general_calibration,60.7619595333552,32.3763704539463,14.7436155778556,15.5940104036636,18.5591116478798,0.036558602559604
ALotMatter,2025-03-29T04:00:00Z,21.9023947750363,21.9050380572671,29.5018142235123,31.7687567959408,32.4350507982585,35.1515041681765,21.9037171350861,30.6359020852223,33.7940163191301,21.5257210144928,44.2191485507246,20,0.02,677.241806263656,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,6.54762786792489e-05,3.48218622566309,7.58145682443604,21.2221818184701,general_calibration,90.9427796297002,42.1192045802002,31.2907558510463,19.6501683504353,18.5185185185185,0.0606261839622675
ALotMatter,2025-03-30T04:00:00Z,14.0421052631577,14.0420747188974,19.3774954627947,20.6021037359451,22.4112522686024,24.1984040623868,14.0420899854862,19.9900217706824,23.3051523947754,19.6084673913044,59.9441449275362,20.2786231884058,0.0202786231884058,692.662422699164,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,4.0204965832621e-05,4.80461248720887,6.84609587194162,16.0003277900053,general_calibration,70.7034634423619,38.0338659552312,21.5788448099772,14.815118324079,18.7765029522276,0.0372268202153898
ALotMatter,2025-03-31T04:00:00Z,4.79978197674417,4.79941965904971,5.77725290697672,6.83822996010153,6.43822674418604,7.7018498367791,4.79960065347615,6.3082229079688,7.07061172626609,22.5854239130435,65.6220833333333,20.7605072463768,0.0207605072463768,734.794545454547,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,3.22742288288726e-05,1.12445910130065,1.21006413277274,14.8647348557837,general_calibration,35.0456828220489,6.72257851540413,6.54686270950564,13.7636433849849,19.2226918947933,0.029883545211919
ALotMatter,2025-04-01T04:00:00Z,4.15390199637025,4.15474028332724,5.17822141560794,4.7922266618235,5.48203266787655,5.30403196512903,4.15432098765436,4.98529411764705,5.39306463326066,11.9147282608696,49.2473876811594,20.0528985507246,0.0200528985507246,665.839578028373,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,3.67029919644547e-05,1.55605018747283,2.36332119322953,10.9006864739701,general_calibration,27.6960784313725,13.1295621846085,4.99357836413024,10.0932282166389,18.5674986580784,0.0339842518189395
ALotMatter,2025-04-02T04:00:00Z,3.56045156591407,3.56325191396281,4.50728332119447,3.97338680277067,4.94865258557904,4.58840685380969,3.56185097467662,4.24048096192387,4.76862816542176,11.5459009828904,48.0650382235166,20,0.02,650.291773308958,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,3.80140779866162e-05,2.05627438755911,2.97155208710223,10.0990596682628,general_calibration,23.5582275662437,16.5086227061235,4.41539644946459,9.35098117431745,18.5185185185185,0.0351982203579779
ALotMatter,2025-01-09T05:00:00Z,1.43140132061631,1.43003663003663,1.7182685253118,1.34358974358974,2.08950843727071,1.86666666666666,1.43071847507331,1.53079178885632,1.97800586510263,-0.767311355311357,46.5917435897436,19.9560117302053,0.0199560117302053,485.193809874724,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,1.10122890224863e-05,0.678746197740113,0.981222905324431,1.45126204143126,general_calibration,8.50439882697956,5.4512383629135,1.83148691213206,1.34376114947339,18.477788639079,0.0101965639097095
ALotMatter,2025-01-10T05:00:00Z,7.70324389267117,7.70208500400962,9.73888666399683,9.64033680833997,10.6880256307569,11.1026463512429,7.7026647966339,9.68964135443794,10.8952113804849,-0.935098039215691,49.660856342537,20,0.02,499.464658634538,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,6.77646108042836e-06,0.942601267025914,0.908469784661341,1.8225360960452,general_calibration,51.120991168133,5.04705435922967,10.0881586856342,1.68753342226407,18.5185185185185,0.00627450100039663
ALotMatter,2025-01-11T05:00:00Z,15.4247787610619,15.4247787610619,21.283185840708,21.5486725663717,22.4690265486726,23.7964601769912,15.4247787610619,21.4159292035398,23.1327433628319,0.983274336283186,55.9355752212389,19.4642857142857,0.0194642857142857,507.973451327434,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,1.58621565995983e-05,3.43471960828626,3.23465142932146,3.91267276014381,general_calibration,73.4143140751708,17.9702857184526,21.4192068174369,3.62284514828131,18.0224867724868,0.0146871820366651
ALotMatter,2025-01-12T05:00:00Z,17.6470588235294,17.6564705882353,27.5529411764706,31.5035294117647,29.7976470588236,35.0305882352941,17.6517647058824,29.5282352941177,32.4141176470588,2.34288732394366,58.5441079812207,20.2941176470588,0.0202941176470588,567.063679245283,A Lot Matter,-76.64776,39.29743,81.58,High,C,close to commercial area,obsolences of old style houses,mechanics and clerks,0,"$1,500",poor,good,yes,,99,68/1406,hazardous waste generators/incinerators,43/1406,69,544/1406,residential,1.294995,0.5,1200,926.644504418936,1.74060208231781e-07,3.42678233578973,3.86201089510535,7.66254695257662,general_calibration,88.8369492283606,21.4556160839186,30.0130718954248,7.09495088201539,18.7908496732026,0.000161166859473871
